user_id,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_SCORE,segment
U001310,51,3,9503.619999999999,3,3,4,334,普通用户
U001312,9,6,27813.7,5,5,5,555,高价值用户
U001313,50,4,15411.039999999999,3,4,4,344,普通用户
U001314,16,4,5266.2699999999995,4,4,3,443,普通用户
U001315,37,3,6429.710000000001,3,3,3,333,普通用户
U001316,30,3,3909.9799999999996,4,3,2,432,普通用户
U001317,96,1,6002.03,1,1,3,113,普通用户
U001318,149,2,432.07000000000005,1,2,1,121,普通用户
U001319,3,4,11473.89,5,4,4,544,普通用户
U001320,5,3,3637.5299999999997,5,3,2,532,普通用户
U001321,18,3,2674.91,4,3,2,432,普通用户
U001322,44,1,576.3,3,1,1,311,普通用户
U001323,60,2,4225.76,2,2,2,222,普通用户
U001324,15,6,23390.81,4,5,5,455,高价值用户
U001325,84,2,6487.85,2,2,3,223,普通用户
U001327,7,5,7794.13,5,5,3,553,普通用户
U001328,15,6,9990.93,4,5,4,454,普通用户
U001330,66,3,6827.41,2,3,3,233,普通用户
U001331,9,5,8174.74,5,5,3,553,普通用户
U001332,21,5,33438.58,4,5,5,455,高价值用户
U001333,62,2,1259.72,2,2,1,221,普通用户
U001334,7,4,15714.2,5,4,4,544,普通用户
U001335,46,2,19480.07,3,2,5,325,高价值用户
U001336,56,5,6113.04,2,5,3,253,普通用户
U001337,31,4,8497.85,3,4,4,344,普通用户
U001338,120,2,6950.4400000000005,1,2,3,123,普通用户
U001339,33,4,24039.6,3,4,5,345,高价值用户
U001340,15,3,2246.89,4,3,1,431,普通用户
U001341,56,1,5963.88,2,1,3,213,普通用户
U001342,16,5,25751.940000000002,4,5,5,455,高价值用户
U001343,59,7,18435.34,2,5,5,255,高价值用户
U001344,121,1,4525.35,1,1,2,112,普通用户
U001345,59,2,9522.56,2,2,4,224,普通用户
U001346,23,5,23107.309999999998,4,5,5,455,高价值用户
U001347,51,2,542.84,3,2,1,321,普通用户
U001348,25,3,3600.0099999999998,4,3,2,432,普通用户
U001349,20,7,9927.86,4,5,4,454,普通用户
U001350,2,7,10587.81,5,5,4,554,普通用户
U001351,115,2,10529.050000000001,1,2,4,124,普通用户
U001353,6,2,1041.05,5,2,1,521,普通用户
U001354,20,4,10028.619999999999,4,4,4,444,普通用户
U001355,2,1,236.98,5,1,1,511,普通用户
U001356,38,3,3542.7200000000003,3,3,2,332,普通用户
U001357,20,4,21864.549999999996,4,4,5,445,高价值用户
U001358,94,2,2042.49,1,2,1,121,普通用户
U001359,58,3,38215.31,2,3,5,235,高价值用户
U001360,37,5,11062.84,3,5,4,354,普通用户
U001361,7,3,30295.61,5,3,5,535,高价值用户
U001362,65,1,18262.89,2,1,5,215,高价值用户
U001363,97,2,1166.97,1,2,1,121,普通用户
U001364,175,1,515.28,1,1,1,111,普通用户
U001365,43,3,6920.0599999999995,3,3,3,333,普通用户
U001366,128,3,7738.0599999999995,1,3,3,133,普通用户
U001367,1,8,25859.13,5,5,5,555,高价值用户
U001368,157,1,901.17,1,1,1,111,普通用户
U001369,46,2,6182.33,3,2,3,323,普通用户
U001370,76,1,27578.77,2,1,5,215,高价值用户
U001371,13,2,4855.02,5,2,3,523,普通用户
U001372,57,1,683.15,2,1,1,211,普通用户
U001373,37,5,15605.47,3,5,4,354,普通用户
U001374,12,3,6783.030000000001,5,3,3,533,普通用户
U001375,36,3,19830.160000000003,3,3,5,335,高价值用户
U001376,86,3,5642.030000000001,2,3,3,233,普通用户
U001377,61,4,29758.26,2,4,5,245,高价值用户
U001378,129,3,35631.94,1,3,5,135,高价值用户
U001379,23,4,17365.370000000003,4,4,5,445,高价值用户
U001381,119,3,10234.539999999999,1,3,4,134,普通用户
U001382,20,3,16542.02,4,3,5,435,高价值用户
U001384,65,1,3047.75,2,1,2,212,普通用户
U001385,98,3,8967.83,1,3,4,134,普通用户
U001386,46,2,5190.45,3,2,3,323,普通用户
U001387,34,3,6452.96,3,3,3,333,普通用户
U001388,11,2,3494.88,5,2,2,522,普通用户
U001389,50,6,36810.83,3,5,5,355,高价值用户
U001390,39,3,6386.549999999999,3,3,3,333,普通用户
U001392,90,3,4930.85,1,3,3,133,普通用户
U001393,16,5,8910.17,4,5,4,454,普通用户
U001394,15,4,9432.71,4,4,4,444,普通用户
U001395,15,3,24010.25,4,3,5,435,高价值用户
U001396,63,3,15811.84,2,3,4,234,普通用户
U001398,22,2,9768.02,4,2,4,424,普通用户
U001399,8,1,979.83,5,1,1,511,普通用户
U001400,23,3,3472.79,4,3,2,432,普通用户
U001401,100,3,11922.71,1,3,4,134,普通用户
U001402,19,6,11838.44,4,5,4,454,普通用户
U001403,17,7,21469.81,4,5,5,455,高价值用户
U001404,28,3,4400.530000000001,4,3,2,432,普通用户
U001405,5,5,40781.45,5,5,5,555,高价值用户
U001406,144,2,3154.0099999999998,1,2,2,122,普通用户
U001408,105,1,5132.22,1,1,3,113,普通用户
U001409,26,5,3633.8,4,5,2,452,普通用户
U001410,4,6,31989.44,5,5,5,555,高价值用户
U001411,110,2,6204.610000000001,1,2,3,123,普通用户
U001412,52,4,34286.26,2,4,5,245,高价值用户
U001413,20,3,3480.08,4,3,2,432,普通用户
U001414,1,3,6175.530000000001,5,3,3,533,普通用户
U001415,105,1,2076.14,1,1,1,111,普通用户
U001416,22,5,7660.99,4,5,3,453,普通用户
U001417,132,1,10063.18,1,1,4,114,普通用户
U001418,11,5,18742.17,5,5,5,555,高价值用户
U001419,28,4,13441.22,4,4,4,444,普通用户
U001421,164,2,2091.68,1,2,1,121,普通用户
U001422,2,5,7064.2699999999995,5,5,3,553,普通用户
U001423,8,4,15846.779999999999,5,4,4,544,普通用户
U001424,23,4,7400.6900000000005,4,4,3,443,普通用户
U001425,162,1,886.72,1,1,1,111,普通用户
U001426,112,1,6341.2,1,1,3,113,普通用户
U001427,10,5,16310.08,5,5,5,555,高价值用户
U001428,86,2,1447.58,2,2,1,221,普通用户
U001429,90,3,3488.3,1,3,2,132,普通用户
U001430,8,7,17432.19,5,5,5,555,高价值用户
U001431,79,1,24377.33,2,1,5,215,高价值用户
U001432,43,3,37716.93000000001,3,3,5,335,高价值用户
U001433,51,2,2220.1099999999997,3,2,1,321,普通用户
U001434,30,2,687.29,4,2,1,421,普通用户
U001435,12,2,1917.92,5,2,1,521,普通用户
U001436,19,4,8914.05,4,4,4,444,普通用户
U001437,126,1,2173.77,1,1,1,111,普通用户
U001438,125,2,5479.82,1,2,3,123,普通用户
U001439,3,2,13749.76,5,2,4,524,普通用户
U001440,124,2,5728.67,1,2,3,123,普通用户
U001441,20,7,11879.85,4,5,4,454,普通用户
U001442,5,4,8680.539999999999,5,4,4,544,普通用户
U001443,19,6,19910.1,4,5,5,455,高价值用户
U001444,162,1,2120.36,1,1,1,111,普通用户
U001445,103,1,3516.28,1,1,2,112,普通用户
U001446,150,1,166.8,1,1,1,111,普通用户
U001448,1,5,10639.17,5,5,4,554,普通用户
U001449,35,2,6445.32,3,2,3,323,普通用户
U001450,103,1,883.13,1,1,1,111,普通用户
U001451,106,1,277.83,1,1,1,111,普通用户
U001452,12,4,6915.45,5,4,3,543,普通用户
U001453,14,4,15023.439999999999,5,4,4,544,普通用户
U001455,16,3,3878.09,4,3,2,432,普通用户
U001456,90,3,8465.099999999999,1,3,4,134,普通用户
U001458,27,5,37128.06,4,5,5,455,高价值用户
U001459,72,1,44.56,2,1,1,211,普通用户
U001460,53,4,4202.23,2,4,2,242,普通用户
U001461,93,2,4281.7,1,2,2,122,普通用户
U001462,1,2,2805.66,5,2,2,522,普通用户
U001464,15,2,1446.32,4,2,1,421,普通用户
U001465,38,2,5512.78,3,2,3,323,普通用户
U001466,26,5,19155.19,4,5,5,455,高价值用户
U001467,7,4,13412.91,5,4,4,544,普通用户
U001468,90,4,4898.3,1,4,3,143,普通用户
U001469,105,1,2097.92,1,1,1,111,普通用户
U001471,52,4,9339.05,2,4,4,244,普通用户
U001472,74,3,17727.82,2,3,5,235,高价值用户
U001473,14,3,6036.72,5,3,3,533,普通用户
U001474,39,3,2987.37,3,3,2,332,普通用户
U001475,34,3,20437.5,3,3,5,335,高价值用户
U001477,26,4,25854.53,4,4,5,445,高价值用户
U001478,123,1,17061.9,1,1,5,115,高价值用户
U001479,83,3,5245.38,2,3,3,233,普通用户
U001480,48,2,2364.35,3,2,2,322,普通用户
U001481,121,1,208.42,1,1,1,111,普通用户
U001482,24,4,6151.41,4,4,3,443,普通用户
U001483,30,4,30936.47,4,4,5,445,高价值用户
U001484,139,1,3130.66,1,1,2,112,普通用户
U001485,69,2,40759.76,2,2,5,225,高价值用户
U001486,39,4,7021.98,3,4,3,343,普通用户
U001487,17,1,334.51,4,1,1,411,普通用户
U001488,4,3,7988.8099999999995,5,3,3,533,普通用户
U001489,40,3,5146.389999999999,3,3,3,333,普通用户
U001490,30,5,38283.03,4,5,5,455,高价值用户
U001491,41,3,5259.07,3,3,3,333,普通用户
U001492,24,2,2871.68,4,2,2,422,普通用户
U001493,54,2,3322.6,2,2,2,222,普通用户
U001494,107,1,3101.91,1,1,2,112,普通用户
U001495,17,8,18886.239999999998,4,5,5,455,高价值用户
U001496,100,1,363.4,1,1,1,111,普通用户
U001497,60,2,12925.890000000001,2,2,4,224,普通用户
U001498,15,3,25707.399999999998,4,3,5,435,高价值用户
U001499,48,3,3624.88,3,3,2,332,普通用户
U001500,61,5,5837.5599999999995,2,5,3,253,普通用户
U001501,119,2,4409.030000000001,1,2,2,122,普通用户
U001502,20,2,5229.66,4,2,3,423,普通用户
U001503,80,5,4221.280000000001,2,5,2,252,普通用户
U001504,85,2,28766.69,2,2,5,225,高价值用户
U001505,156,1,3569.74,1,1,2,112,普通用户
U001506,18,6,5287.87,4,5,3,453,普通用户
U001507,92,6,9436.22,1,5,4,154,普通用户
U001508,30,7,30577.56,4,5,5,455,高价值用户
U001509,18,7,16063.88,4,5,4,454,普通用户
U001510,12,3,30290.33,5,3,5,535,高价值用户
U001511,2,3,5117.3,5,3,3,533,普通用户
U001512,48,1,618.91,3,1,1,311,普通用户
U001513,43,3,9528.43,3,3,4,334,普通用户
U001514,18,3,13111.07,4,3,4,434,普通用户
U001515,55,2,19096.36,2,2,5,225,高价值用户
U001516,151,1,340.37,1,1,1,111,普通用户
U001517,18,2,4680.32,4,2,3,423,普通用户
U001518,14,3,6623.16,5,3,3,533,普通用户
U001519,27,3,1870.23,4,3,1,431,普通用户
U001520,42,4,5198.48,3,4,3,343,普通用户
U001521,42,3,35058.22,3,3,5,335,高价值用户
U001523,175,1,1539.26,1,1,1,111,普通用户
U001524,109,2,3522.34,1,2,2,122,普通用户
U001525,11,6,6789.0,5,5,3,553,普通用户
U001527,19,2,1549.6,4,2,1,421,普通用户
U001528,108,2,3142.05,1,2,2,122,普通用户
U001529,55,3,3165.19,2,3,2,232,普通用户
U001530,96,3,7430.42,1,3,3,133,普通用户
U001531,36,2,16336.699999999999,3,2,5,325,高价值用户
U001532,65,4,2316.6600000000003,2,4,2,242,普通用户
U001533,70,5,4539.530000000001,2,5,2,252,普通用户
U001534,78,1,1181.84,2,1,1,211,普通用户
U001535,29,5,8277.86,4,5,4,454,普通用户
U001536,11,1,4590.66,5,1,2,512,普通用户
U001537,18,2,20990.22,4,2,5,425,高价值用户
U001538,31,4,8458.66,3,4,4,344,普通用户
U001539,63,5,11273.0,2,5,4,254,普通用户
U001540,65,2,8436.97,2,2,4,224,普通用户
U001541,109,1,914.25,1,1,1,111,普通用户
U001542,1,3,31584.629999999997,5,3,5,535,高价值用户
U001543,29,2,3447.6,4,2,2,422,普通用户
U001544,122,2,8312.36,1,2,4,124,普通用户
U001545,17,2,9589.69,4,2,4,424,普通用户
U001546,19,3,5290.8099999999995,4,3,3,433,普通用户
U001547,122,2,801.4100000000001,1,2,1,121,普通用户
U001548,14,2,1995.29,5,2,1,521,普通用户
U001549,164,1,744.64,1,1,1,111,普通用户
U001550,21,2,2229.52,4,2,1,421,普通用户
U001551,99,2,1218.53,1,2,1,121,普通用户
U001552,39,3,6954.450000000001,3,3,3,333,普通用户
U001553,52,2,3419.46,2,2,2,222,普通用户
U001554,49,3,2796.58,3,3,2,332,普通用户
U001555,36,4,16496.06,3,4,5,345,高价值用户
U001556,150,1,461.66,1,1,1,111,普通用户
U001557,59,1,329.0,2,1,1,211,普通用户
U001558,22,6,25584.89,4,5,5,455,高价值用户
U001559,27,3,3737.75,4,3,2,432,普通用户
U001560,19,3,24103.539999999997,4,3,5,435,高价值用户
U001561,38,2,4133.2300000000005,3,2,2,322,普通用户
U001562,42,2,13834.99,3,2,4,324,普通用户
U001563,2,2,1878.83,5,2,1,521,普通用户
U001564,46,4,2122.05,3,4,1,341,普通用户
U001565,15,4,10271.84,4,4,4,444,普通用户
U001566,12,4,19405.7,5,4,5,545,高价值用户
U001567,45,3,16825.370000000003,3,3,5,335,高价值用户
U001568,8,4,21019.67,5,4,5,545,高价值用户
U001569,5,5,2509.0299999999997,5,5,2,552,普通用户
U001570,19,1,15.96,4,1,1,411,普通用户
U001571,29,2,1275.06,4,2,1,421,普通用户
U001572,98,1,518.71,1,1,1,111,普通用户
U001573,116,1,1271.6,1,1,1,111,普通用户
U001574,29,4,17906.1,4,4,5,445,高价值用户
U001575,66,5,9340.55,2,5,4,254,普通用户
U001576,36,7,50072.47,3,5,5,355,高价值用户
U001577,23,4,8087.58,4,4,3,443,普通用户
U001578,16,4,18882.52,4,4,5,445,高价值用户
U001579,151,2,11966.03,1,2,4,124,普通用户
U001580,27,5,7083.62,4,5,3,453,普通用户
U001581,131,1,317.5,1,1,1,111,普通用户
U001582,29,3,20197.39,4,3,5,435,高价值用户
U001583,148,2,6299.41,1,2,3,123,普通用户
U001584,71,1,1849.54,2,1,1,211,普通用户
U001586,25,3,4837.85,4,3,3,433,普通用户
U001587,45,3,10904.76,3,3,4,334,普通用户
U001588,71,1,8125.03,2,1,3,213,普通用户
U001589,49,2,8066.14,3,2,3,323,普通用户
U001590,106,1,6975.48,1,1,3,113,普通用户
U001591,69,3,8330.66,2,3,4,234,普通用户
U001592,4,6,15116.5,5,5,4,554,普通用户
U001593,17,5,21397.19,4,5,5,455,高价值用户
U001594,31,5,5334.45,3,5,3,353,普通用户
U001595,96,2,6026.74,1,2,3,123,普通用户
U001596,146,1,1393.01,1,1,1,111,普通用户
U001597,9,6,9586.56,5,5,4,554,普通用户
U001599,134,2,5205.79,1,2,3,123,普通用户
U001600,31,3,15473.539999999999,3,3,4,334,普通用户
U001601,1,4,18556.74,5,4,5,545,高价值用户
U001602,29,1,2168.94,4,1,1,411,普通用户
U001603,14,4,5587.8,5,4,3,543,普通用户
U001604,137,2,2620.1499999999996,1,2,2,122,普通用户
U001605,24,1,4207.05,4,1,2,412,普通用户
U001606,2,6,24384.27,5,5,5,555,高价值用户
U001607,58,5,7044.33,2,5,3,253,普通用户
U001608,41,3,4196.13,3,3,2,332,普通用户
U001609,18,4,4569.83,4,4,2,442,普通用户
U001610,58,1,733.67,2,1,1,211,普通用户
U001611,61,3,8364.19,2,3,4,234,普通用户
U001612,16,4,17157.12,4,4,5,445,高价值用户
U001613,88,1,3387.25,2,1,2,212,普通用户
U001614,32,4,14024.85,3,4,4,344,普通用户
U001615,4,6,11948.08,5,5,4,554,普通用户
U001616,39,6,39247.14,3,5,5,355,高价值用户
U001617,35,4,4642.96,3,4,3,343,普通用户
U001618,147,2,15381.189999999999,1,2,4,124,普通用户
U001619,14,5,10662.45,5,5,4,554,普通用户
U001620,71,3,15547.57,2,3,4,234,普通用户
U001621,9,10,30254.39,5,5,5,555,高价值用户
U001622,1,5,8356.03,5,5,4,554,普通用户
U001623,4,2,947.1400000000001,5,2,1,521,普通用户
U001624,16,5,10896.68,4,5,4,454,普通用户
U001625,94,4,10457.52,1,4,4,144,普通用户
U001626,55,7,25389.2,2,5,5,255,高价值用户
U001627,1,6,11382.65,5,5,4,554,普通用户
U001628,148,2,5535.53,1,2,3,123,普通用户
U001630,102,2,1545.18,1,2,1,121,普通用户
U001631,2,4,3772.07,5,4,2,542,普通用户
U001632,137,1,324.57,1,1,1,111,普通用户
U001633,8,5,17642.34,5,5,5,555,高价值用户
U001634,22,7,31852.88,4,5,5,455,高价值用户
U001636,117,1,9002.34,1,1,4,114,普通用户
U001637,39,2,9708.37,3,2,4,324,普通用户
U001638,78,2,2711.6000000000004,2,2,2,222,普通用户
U001639,106,1,3624.32,1,1,2,112,普通用户
U001640,18,3,5482.389999999999,4,3,3,433,普通用户
U001641,2,3,4283.58,5,3,2,532,普通用户
U001642,108,4,2445.55,1,4,2,142,普通用户
U001643,157,2,2337.83,1,2,2,122,普通用户
U001644,96,3,26558.1,1,3,5,135,高价值用户
U001645,10,4,13486.240000000002,5,4,4,544,普通用户
U001646,13,4,14911.529999999999,5,4,4,544,普通用户
U001647,113,2,7497.209999999999,1,2,3,123,普通用户
U001648,4,3,13254.41,5,3,4,534,普通用户
U001649,17,2,1344.05,4,2,1,421,普通用户
U001650,60,2,1197.38,2,2,1,221,普通用户
U001651,104,5,13722.289999999999,1,5,4,154,普通用户
U001652,23,4,3608.53,4,4,2,442,普通用户
U001653,8,4,4950.72,5,4,3,543,普通用户
U001654,21,1,1035.35,4,1,1,411,普通用户
U001655,70,3,28022.27,2,3,5,235,高价值用户
U001656,96,1,2690.06,1,1,2,112,普通用户
U001657,102,4,21342.15,1,4,5,145,高价值用户
U001658,8,6,25234.5,5,5,5,555,高价值用户
U001659,46,2,691.28,3,2,1,321,普通用户
U001660,98,2,10819.550000000001,1,2,4,124,普通用户
U001661,50,4,8523.880000000001,3,4,4,344,普通用户
U001662,9,4,4963.469999999999,5,4,3,543,普通用户
U001663,108,3,4108.5,1,3,2,132,普通用户
U001664,98,2,602.02,1,2,1,121,普通用户
U001665,27,6,8171.71,4,5,3,453,普通用户
U001666,1,4,5203.33,5,4,3,543,普通用户
U001667,89,1,111.44,1,1,1,111,普通用户
U001668,2,6,11280.24,5,5,4,554,普通用户
U001669,144,3,10307.310000000001,1,3,4,134,普通用户
U001670,97,3,34474.18,1,3,5,135,高价值用户
U001671,140,1,7452.38,1,1,3,113,普通用户
U001672,9,3,10720.64,5,3,4,534,普通用户
U001673,35,2,6768.25,3,2,3,323,普通用户
U001674,9,4,22356.72,5,4,5,545,高价值用户
U001675,15,4,17935.28,4,4,5,445,高价值用户
U001676,30,5,5600.860000000001,4,5,3,453,普通用户
U001677,80,3,8532.15,2,3,4,234,普通用户
U001678,38,2,702.59,3,2,1,321,普通用户
U001679,56,4,10510.019999999999,2,4,4,244,普通用户
U001680,13,7,29719.719999999998,5,5,5,555,高价值用户
U001681,6,5,5926.3099999999995,5,5,3,553,普通用户
U001682,29,4,17975.190000000002,4,4,5,445,高价值用户
U001683,52,2,27868.21,2,2,5,225,高价值用户
U001684,111,1,4020.81,1,1,2,112,普通用户
U001685,20,4,7664.389999999999,4,4,3,443,普通用户
U001686,26,8,24354.6,4,5,5,455,高价值用户
U001687,19,4,26225.579999999998,4,4,5,445,高价值用户
U001688,12,4,8291.619999999999,5,4,4,544,普通用户
U001689,14,3,2654.8900000000003,5,3,2,532,普通用户
U001690,68,2,16429.94,2,2,5,225,高价值用户
U001691,64,3,5883.27,2,3,3,233,普通用户
U001692,22,3,2519.81,4,3,2,432,普通用户
U001693,99,2,701.38,1,2,1,121,普通用户
U001694,19,3,1895.3,4,3,1,431,普通用户
U001695,131,2,3394.2,1,2,2,122,普通用户
U001696,139,2,4096.18,1,2,2,122,普通用户
U001697,33,3,4700.08,3,3,3,333,普通用户
U001698,21,5,7851.82,4,5,3,453,普通用户
U001699,26,3,8328.87,4,3,4,434,普通用户
U001701,11,3,42046.9,5,3,5,535,高价值用户
U001702,39,2,2347.21,3,2,2,322,普通用户
U001703,42,3,36397.47,3,3,5,335,高价值用户
U001704,11,4,5395.5,5,4,3,543,普通用户
U001705,9,5,22241.41,5,5,5,555,高价值用户
U001706,32,4,5861.35,3,4,3,343,普通用户
U001707,6,4,36862.65,5,4,5,545,高价值用户
U001708,36,5,5708.23,3,5,3,353,普通用户
U001709,73,3,8224.16,2,3,4,234,普通用户
U001710,75,3,8011.09,2,3,3,233,普通用户
U001711,97,2,19523.66,1,2,5,125,高价值用户
U001712,123,2,3046.83,1,2,2,122,普通用户
U001713,69,3,11442.05,2,3,4,234,普通用户
U001714,94,2,2972.67,1,2,2,122,普通用户
U001715,53,3,12200.89,2,3,4,234,普通用户
U001716,63,5,12929.89,2,5,4,254,普通用户
U001717,17,5,9451.92,4,5,4,454,普通用户
U001718,90,3,9916.8,1,3,4,134,普通用户
U001719,52,4,14854.84,2,4,4,244,普通用户
U001720,8,5,52875.78,5,5,5,555,高价值用户
U001721,68,2,10087.45,2,2,4,224,普通用户
U001722,1,3,6985.08,5,3,3,533,普通用户
U001723,5,5,6037.8,5,5,3,553,普通用户
U001724,140,2,723.69,1,2,1,121,普通用户
U001725,62,5,19529.85,2,5,5,255,高价值用户
U001726,13,4,8170.4,5,4,3,543,普通用户
U001727,2,7,46121.57,5,5,5,555,高价值用户
U001728,22,3,1505.4,4,3,1,431,普通用户
U001729,11,3,3216.49,5,3,2,532,普通用户
U001730,24,1,1406.39,4,1,1,411,普通用户
U001731,49,3,5007.27,3,3,3,333,普通用户
U001733,13,6,18975.8,5,5,5,555,高价值用户
U001734,65,5,16473.62,2,5,5,255,高价值用户
U001735,96,2,2335.34,1,2,2,122,普通用户
U001736,1,6,12828.89,5,5,4,554,普通用户
U001737,1,2,1903.7,5,2,1,521,普通用户
U001738,24,4,4620.65,4,4,2,442,普通用户
U001739,13,3,3849.41,5,3,2,532,普通用户
U001740,27,3,8975.05,4,3,4,434,普通用户
U001741,15,8,12063.289999999999,4,5,4,454,普通用户
U001742,54,8,45222.9,2,5,5,255,高价值用户
U001743,17,4,28791.34,4,4,5,445,高价值用户
U001744,7,3,9737.849999999999,5,3,4,534,普通用户
U001745,24,3,7491.09,4,3,3,433,普通用户
U001746,37,3,13205.59,3,3,4,334,普通用户
U001747,23,6,8952.27,4,5,4,454,普通用户
U001748,10,3,2493.4700000000003,5,3,2,532,普通用户
U001749,121,2,3551.26,1,2,2,122,普通用户
U001750,67,4,7701.2300000000005,2,4,3,243,普通用户
U001751,13,2,2124.91,5,2,1,521,普通用户
U001752,34,5,38459.65,3,5,5,355,高价值用户
U001753,47,3,4015.8500000000004,3,3,2,332,普通用户
U001754,85,2,1615.6999999999998,2,2,1,221,普通用户
U001755,12,4,5947.05,5,4,3,543,普通用户
U001756,76,1,718.98,2,1,1,211,普通用户
U001757,28,3,7372.49,4,3,3,433,普通用户
U001758,21,3,5444.96,4,3,3,433,普通用户
U001759,2,4,4121.51,5,4,2,542,普通用户
U001760,63,2,2108.13,2,2,1,221,普通用户
U001761,11,4,8463.82,5,4,4,544,普通用户
U001762,44,4,4400.68,3,4,2,342,普通用户
U001763,35,4,11048.43,3,4,4,344,普通用户
U001764,154,1,918.68,1,1,1,111,普通用户
U001765,127,1,2514.46,1,1,2,112,普通用户
U001766,109,2,1737.4,1,2,1,121,普通用户
U001767,104,2,1260.4099999999999,1,2,1,121,普通用户
U001768,28,5,20077.54,4,5,5,455,高价值用户
U001769,21,3,17811.29,4,3,5,435,高价值用户
U001770,64,4,19781.079999999998,2,4,5,245,高价值用户
U001771,20,4,25851.81,4,4,5,445,高价值用户
U001772,46,4,5919.830000000001,3,4,3,343,普通用户
U001773,57,1,584.23,2,1,1,211,普通用户
U001775,81,2,2249.79,2,2,1,221,普通用户
U001776,6,3,4102.82,5,3,2,532,普通用户
U001778,9,5,5990.46,5,5,3,553,普通用户
U001779,50,3,7351.8,3,3,3,333,普通用户
U001780,24,5,34992.08,4,5,5,455,高价值用户
U001781,22,4,2516.4700000000003,4,4,2,442,普通用户
U001782,53,2,7140.030000000001,2,2,3,223,普通用户
U001783,32,3,12487.650000000001,3,3,4,334,普通用户
U001784,10,2,3421.28,5,2,2,522,普通用户
U001785,17,3,4472.73,4,3,2,432,普通用户
U001786,18,2,985.01,4,2,1,421,普通用户
U001787,55,4,17131.61,2,4,5,245,高价值用户
U001788,102,5,24551.3,1,5,5,155,高价值用户
U001789,139,2,17694.13,1,2,5,125,高价值用户
U001790,83,2,4741.07,2,2,3,223,普通用户
U001791,128,1,1819.06,1,1,1,111,普通用户
U001792,99,3,6176.7,1,3,3,133,普通用户
U001793,91,1,2572.63,1,1,2,112,普通用户
U001794,20,2,5220.86,4,2,3,423,普通用户
U001795,65,2,2299.68,2,2,2,222,普通用户
U001796,39,2,9758.25,3,2,4,324,普通用户
U001798,9,6,25141.139999999996,5,5,5,555,高价值用户
U001799,123,1,1404.59,1,1,1,111,普通用户
U001800,36,8,11267.15,3,5,4,354,普通用户
U001801,5,2,9307.25,5,2,4,524,普通用户
U001802,22,2,828.12,4,2,1,421,普通用户
U001803,72,2,4173.46,2,2,2,222,普通用户
U001804,14,2,892.13,5,2,1,521,普通用户
U001805,13,3,6786.02,5,3,3,533,普通用户
U001806,17,4,16847.53,4,4,5,445,高价值用户
U001807,52,4,9722.29,2,4,4,244,普通用户
U001808,21,2,1205.3400000000001,4,2,1,421,普通用户
U001810,50,1,2383.57,3,1,2,312,普通用户
U001811,64,4,4433.4,2,4,2,242,普通用户
U001812,88,3,4147.14,2,3,2,232,普通用户
U001813,5,3,4606.4800000000005,5,3,2,532,普通用户
U001814,87,4,7235.74,2,4,3,243,普通用户
U001815,16,1,943.82,4,1,1,411,普通用户
U001816,104,3,6747.34,1,3,3,133,普通用户
U001817,38,2,35486.119999999995,3,2,5,325,高价值用户
U001818,36,3,3565.59,3,3,2,332,普通用户
U001819,130,1,1576.22,1,1,1,111,普通用户
U001820,93,2,1008.67,1,2,1,121,普通用户
U001821,47,3,6472.5,3,3,3,333,普通用户
U001822,80,1,1876.88,2,1,1,211,普通用户
U001823,99,1,495.54,1,1,1,111,普通用户
U001824,35,6,15806.87,3,5,4,354,普通用户
U001825,17,1,1487.98,4,1,1,411,普通用户
U001826,41,5,16410.809999999998,3,5,5,355,高价值用户
U001827,2,4,2748.74,5,4,2,542,普通用户
U001828,23,2,26177.98,4,2,5,425,高价值用户
U001829,6,3,24595.28,5,3,5,535,高价值用户
U001830,116,2,1522.6799999999998,1,2,1,121,普通用户
U001831,10,5,4269.25,5,5,2,552,普通用户
U001832,20,5,2128.59,4,5,1,451,普通用户
U001834,42,3,13535.33,3,3,4,334,普通用户
U001835,32,3,2196.83,3,3,1,331,普通用户
U001836,48,2,5385.99,3,2,3,323,普通用户
U001837,55,4,8805.619999999999,2,4,4,244,普通用户
U001839,106,4,24229.28,1,4,5,145,高价值用户
U001840,95,4,6174.26,1,4,3,143,普通用户
U001841,49,2,14088.359999999999,3,2,4,324,普通用户
U001842,14,6,11751.03,5,5,4,554,普通用户
U001843,16,4,6752.740000000001,4,4,3,443,普通用户
U001844,46,5,13818.35,3,5,4,354,普通用户
U001845,158,1,10690.5,1,1,4,114,普通用户
U001846,111,2,3849.15,1,2,2,122,普通用户
U001847,12,2,3867.01,5,2,2,522,普通用户
U001849,34,3,4690.57,3,3,3,333,普通用户
U001850,37,4,3263.22,3,4,2,342,普通用户
U001851,32,3,1608.79,3,3,1,331,普通用户
U001852,14,3,5676.630000000001,5,3,3,533,普通用户
U001853,9,4,18532.67,5,4,5,545,高价值用户
U001854,55,3,20414.149999999998,2,3,5,235,高价值用户
U001855,7,3,2181.14,5,3,1,531,普通用户
U001856,12,4,7893.07,5,4,3,543,普通用户
U001857,7,2,15306.6,5,2,4,524,普通用户
U001858,37,4,20824.77,3,4,5,345,高价值用户
U001859,55,7,12627.35,2,5,4,254,普通用户
U001860,24,2,2654.76,4,2,2,422,普通用户
U001861,171,1,745.3,1,1,1,111,普通用户
