user_id,total_spent,order_count,avg_order_amount,last_order_date,days_since_last_order,加购,收藏,浏览,点击,churn
U001436,8914.05,4,2228.5125,2026-02-15 22:38:35.861335,18,0.0,0.0,1.0,0.0,0
U001437,2173.77,1,2173.77,2025-10-31 22:38:35.861839,125,0.0,0.0,7.0,1.0,1
U001438,5479.82,2,2739.91,2025-11-01 22:38:35.867478,124,1.0,1.0,4.0,3.0,1
U001439,13749.76,2,6874.88,2026-03-03 22:38:35.864872,2,1.0,0.0,5.0,0.0,0
U001440,5728.67,2,2864.335,2025-11-02 22:38:35.864872,123,1.0,2.0,7.0,1.0,1
U001441,11879.85,7,1697.1214285714286,2026-02-14 22:38:35.857691,19,0.0,2.0,3.0,1.0,0
U001442,8680.539999999999,4,2170.1349999999998,2026-03-01 22:38:35.867478,4,0.0,0.0,4.0,3.0,0
U001443,19910.1,6,3318.35,2026-02-15 22:38:35.867478,18,1.0,1.0,4.0,1.0,0
U001444,2120.36,1,2120.36,2025-09-25 22:38:35.865879,161,0.0,0.0,3.0,1.0,1
U001445,3516.28,1,3516.28,2025-11-23 22:38:35.863358,102,1.0,1.0,6.0,2.0,1
U001446,166.8,1,166.8,2025-10-07 22:38:35.860334,149,0.0,0.0,2.0,6.0,1
U001448,10639.17,5,2127.834,2026-03-05 22:38:35.860334,0,0.0,0.0,0.0,1.0,0
U001449,6445.32,2,3222.66,2026-01-30 22:38:35.864872,34,1.0,0.0,4.0,1.0,0
U001450,883.13,1,883.13,2025-11-23 22:38:35.860334,102,2.0,1.0,6.0,1.0,1
U001451,277.83,1,277.83,2025-11-20 22:38:35.868487,105,0.0,1.0,7.0,1.0,1
U001452,6915.45,4,1728.8625,2026-02-22 22:38:35.861839,11,1.0,2.0,1.0,4.0,0
U001453,15023.439999999999,4,3755.8599999999997,2026-02-20 22:38:35.866952,13,0.0,2.0,0.0,1.0,0
U001455,3878.09,3,1292.6966666666667,2026-02-18 22:38:35.861335,15,0.0,1.0,2.0,3.0,0
U001456,8465.099999999999,3,2821.6999999999994,2025-12-06 22:38:35.858737,89,0.0,1.0,2.0,3.0,0
U001458,37128.06,5,7425.611999999999,2026-02-07 22:38:35.866391,26,4.0,2.0,2.0,1.0,0
U001459,44.56,1,44.56,2025-12-24 22:38:35.859255,71,0.0,0.0,1.0,2.0,0
U001460,4202.23,4,1050.5575,2026-01-12 22:38:35.857691,52,0.0,0.0,3.0,2.0,0
U001461,4281.7,2,2140.85,2025-12-03 22:38:35.861839,92,0.0,1.0,7.0,2.0,1
U001462,2805.66,2,1402.83,2026-03-05 22:38:35.864872,0,2.0,2.0,3.0,1.0,0
U001464,1446.32,2,723.16,2026-02-19 22:38:35.867478,14,0.0,0.0,4.0,1.0,0
U001465,5512.78,2,2756.39,2026-01-27 22:38:35.859255,37,1.0,2.0,2.0,1.0,0
U001466,19155.19,5,3831.0379999999996,2026-02-08 22:38:35.867478,25,0.0,2.0,5.0,1.0,0
U001467,13412.91,4,3353.2275,2026-02-27 22:38:35.862847,6,0.0,1.0,1.0,1.0,0
U001468,4898.3,4,1224.575,2025-12-06 22:38:35.867478,89,1.0,0.0,4.0,1.0,0
U001469,2097.92,1,2097.92,2025-11-21 22:38:35.861839,104,0.0,2.0,4.0,0.0,1
U001471,9339.05,4,2334.7625,2026-01-13 22:38:35.867478,51,1.0,0.0,4.0,2.0,0
U001472,17727.82,3,5909.2733333333335,2025-12-22 22:38:35.867478,73,1.0,0.0,3.0,1.0,0
U001473,6036.72,3,2012.24,2026-02-20 22:38:35.864368,13,0.0,0.0,2.0,1.0,0
U001474,2987.37,3,995.79,2026-01-26 22:38:35.867478,38,0.0,0.0,4.0,0.0,0
U001475,20437.5,3,6812.5,2026-01-31 22:38:35.859255,33,0.0,1.0,1.0,0.0,0
U001477,25854.53,4,6463.6325,2026-02-08 22:38:35.860334,25,0.0,0.0,1.0,4.0,0
U001478,17061.9,1,17061.9,2025-11-03 22:38:35.860334,122,1.0,0.0,2.0,0.0,1
U001479,5245.38,3,1748.46,2025-12-13 22:38:35.864872,82,3.0,1.0,0.0,4.0,0
U001480,2364.35,2,1182.175,2026-01-17 22:38:35.861839,47,0.0,1.0,5.0,4.0,0
U001481,208.42,1,208.42,2025-11-05 22:38:35.866391,120,0.0,1.0,5.0,0.0,1
U001482,6151.41,4,1537.8525,2026-02-10 22:38:35.862847,23,1.0,3.0,1.0,0.0,0
U001483,30936.47,4,7734.1175,2026-02-04 22:38:35.862847,29,1.0,3.0,4.0,3.0,0
U001484,3130.66,1,3130.66,2025-10-18 22:38:35.859255,138,1.0,0.0,2.0,0.0,1
U001485,40759.76,2,20379.88,2025-12-27 22:38:35.863358,68,0.0,1.0,3.0,1.0,0
U001486,7021.98,4,1755.495,2026-01-26 22:38:35.861335,38,1.0,3.0,3.0,1.0,0
U001487,334.51,1,334.51,2026-02-17 22:38:35.864872,16,0.0,1.0,4.0,0.0,0
U001488,7988.8099999999995,3,2662.9366666666665,2026-03-02 22:38:35.867478,3,1.0,2.0,4.0,2.0,0
U001489,5146.389999999999,3,1715.4633333333331,2026-01-25 22:38:35.863358,39,0.0,0.0,6.0,1.0,0
U001490,38283.03,5,7656.606,2026-02-04 22:38:35.857691,29,0.0,2.0,4.0,1.0,0
U001491,5259.07,3,1753.0233333333333,2026-01-24 22:38:35.861839,40,3.0,2.0,0.0,1.0,0
U001492,2871.68,2,1435.84,2026-02-10 22:38:35.863358,23,0.0,0.0,2.0,0.0,0
U001493,3322.6,2,1661.3,2026-01-11 22:38:35.865879,53,1.0,1.0,1.0,2.0,0
U001494,3101.91,1,3101.91,2025-11-19 22:38:35.860334,106,0.0,1.0,6.0,1.0,1
U001495,18886.239999999998,8,2360.7799999999997,2026-02-17 22:38:35.859255,16,3.0,0.0,4.0,1.0,0
U001496,363.4,1,363.4,2025-11-26 22:38:35.863358,99,2.0,1.0,2.0,1.0,1
U001497,12925.890000000001,2,6462.945000000001,2026-01-05 22:38:35.868487,59,0.0,1.0,4.0,2.0,0
U001498,25707.399999999998,3,8569.133333333333,2026-02-19 22:38:35.864872,14,1.0,0.0,5.0,2.0,0
U001499,3624.88,3,1208.2933333333333,2026-01-17 22:38:35.861335,47,1.0,1.0,2.0,1.0,0
U001500,5837.5599999999995,5,1167.512,2026-01-04 22:38:35.863358,60,1.0,1.0,3.0,2.0,0
U001501,4409.030000000001,2,2204.5150000000003,2025-11-07 22:38:35.865879,118,0.0,3.0,1.0,2.0,1
U001502,5229.66,2,2614.83,2026-02-14 22:38:35.863358,19,0.0,2.0,3.0,0.0,0
U001503,4221.280000000001,5,844.2560000000001,2025-12-16 22:38:35.861335,79,0.0,0.0,6.0,1.0,0
U001504,28766.69,2,14383.345,2025-12-11 22:38:35.858737,84,1.0,0.0,2.0,0.0,0
U001505,3569.74,1,3569.74,2025-10-01 22:38:35.867478,155,0.0,0.0,1.0,2.0,1
U001506,5287.87,6,881.3116666666666,2026-02-16 22:38:35.859255,17,0.0,0.0,4.0,4.0,0
U001507,9436.22,6,1572.7033333333331,2025-12-04 22:38:35.863358,91,1.0,1.0,2.0,1.0,1
U001508,30577.56,7,4368.222857142858,2026-02-04 22:38:35.866952,29,0.0,2.0,1.0,1.0,0
U001509,16063.88,7,2294.8399999999997,2026-02-16 22:38:35.858737,17,2.0,1.0,2.0,1.0,0
U001510,30290.33,3,10096.776666666667,2026-02-22 22:38:35.861839,11,0.0,3.0,6.0,2.0,0
U001511,5117.3,3,1705.7666666666667,2026-03-04 22:38:35.868487,1,0.0,0.0,1.0,2.0,0
U001512,618.91,1,618.91,2026-01-17 22:38:35.859255,47,2.0,0.0,3.0,1.0,0
U001513,9528.43,3,3176.1433333333334,2026-01-22 22:38:35.863358,42,0.0,0.0,5.0,3.0,0
U001514,13111.07,3,4370.356666666667,2026-02-16 22:38:35.864872,17,0.0,0.0,4.0,1.0,0
U001515,19096.36,2,9548.18,2026-01-10 22:38:35.857691,54,0.0,1.0,4.0,0.0,0
U001516,340.37,1,340.37,2025-10-06 22:38:35.864872,150,1.0,2.0,4.0,2.0,1
U001517,4680.32,2,2340.16,2026-02-16 22:38:35.861839,17,0.0,2.0,2.0,0.0,0
U001518,6623.16,3,2207.72,2026-02-20 22:38:35.858737,13,0.0,3.0,2.0,1.0,0
U001519,1870.23,3,623.41,2026-02-07 22:38:35.861335,26,0.0,1.0,3.0,0.0,0
U001520,5198.48,4,1299.62,2026-01-23 22:38:35.867478,41,0.0,1.0,1.0,0.0,0
U001521,35058.22,3,11686.073333333334,2026-01-23 22:38:35.868487,41,0.0,0.0,3.0,1.0,0
U001523,1539.26,1,1539.26,2025-09-12 22:38:35.858737,174,1.0,0.0,4.0,0.0,1
U001524,3522.34,2,1761.17,2025-11-17 22:38:35.861335,108,1.0,0.0,6.0,1.0,1
U001525,6789.0,6,1131.5,2026-02-23 22:38:35.861839,10,0.0,0.0,3.0,1.0,0
U001527,1549.6,2,774.8,2026-02-15 22:38:35.866952,18,1.0,0.0,5.0,1.0,0
U001528,3142.05,2,1571.025,2025-11-18 22:38:35.867478,107,1.0,2.0,4.0,0.0,1
U001529,3165.19,3,1055.0633333333333,2026-01-10 22:38:35.864872,54,1.0,0.0,3.0,2.0,0
U001530,7430.42,3,2476.806666666667,2025-11-30 22:38:35.864368,95,1.0,0.0,3.0,2.0,1
U001531,16336.699999999999,2,8168.349999999999,2026-01-29 22:38:35.862847,35,0.0,2.0,3.0,1.0,0
U001532,2316.6600000000003,4,579.1650000000001,2025-12-31 22:38:35.862847,64,1.0,3.0,5.0,3.0,0
U001533,4539.530000000001,5,907.9060000000002,2025-12-26 22:38:35.864872,69,2.0,0.0,3.0,3.0,0
U001534,1181.84,1,1181.84,2025-12-18 22:38:35.863358,77,1.0,0.0,1.0,3.0,0
U001535,8277.86,5,1655.5720000000001,2026-02-05 22:38:35.861839,28,2.0,0.0,2.0,3.0,0
U001536,4590.66,1,4590.66,2026-02-23 22:38:35.860334,10,0.0,2.0,2.0,1.0,0
U001537,20990.22,2,10495.11,2026-02-16 22:38:35.859255,17,0.0,0.0,1.0,4.0,0
U001538,8458.66,4,2114.665,2026-02-03 22:38:35.867478,30,1.0,1.0,3.0,0.0,0
U001539,11273.0,5,2254.6,2026-01-02 22:38:35.860334,62,1.0,2.0,4.0,1.0,0
U001540,8436.97,2,4218.485,2025-12-31 22:38:35.861335,64,0.0,0.0,1.0,2.0,0
U001541,914.25,1,914.25,2025-11-17 22:38:35.860334,108,0.0,1.0,4.0,1.0,1
U001542,31584.629999999997,3,10528.21,2026-03-05 22:38:35.863358,0,0.0,2.0,2.0,0.0,0
U001543,3447.6,2,1723.8,2026-02-05 22:38:35.861335,28,0.0,2.0,1.0,1.0,0
U001544,8312.36,2,4156.18,2025-11-04 22:38:35.864368,121,1.0,0.0,3.0,1.0,1
U001545,9589.69,2,4794.845,2026-02-17 22:38:35.857691,16,0.0,0.0,6.0,0.0,0
U001546,5290.8099999999995,3,1763.6033333333332,2026-02-15 22:38:35.857691,18,1.0,3.0,3.0,2.0,0
U001547,801.4100000000001,2,400.70500000000004,2025-11-04 22:38:35.861335,121,0.0,1.0,5.0,1.0,1
U001548,1995.29,2,997.645,2026-02-20 22:38:35.862847,13,0.0,1.0,4.0,4.0,0
U001549,744.64,1,744.64,2025-09-23 22:38:35.863358,163,1.0,2.0,1.0,1.0,1
U001550,2229.52,2,1114.76,2026-02-13 22:38:35.864872,20,0.0,1.0,3.0,2.0,0
U001551,1218.53,2,609.265,2025-11-27 22:38:35.863358,98,0.0,3.0,3.0,4.0,1
U001552,6954.450000000001,3,2318.15,2026-01-26 22:38:35.863358,38,0.0,2.0,4.0,0.0,0
U001553,3419.46,2,1709.73,2026-01-13 22:38:35.867478,51,2.0,0.0,4.0,1.0,0
U001554,2796.58,3,932.1933333333333,2026-01-16 22:38:35.861839,48,1.0,2.0,3.0,3.0,0
U001555,16496.06,4,4124.015,2026-01-29 22:38:35.866952,35,0.0,0.0,1.0,2.0,0
U001556,461.66,1,461.66,2025-10-07 22:38:35.861839,149,1.0,0.0,5.0,1.0,1
U001557,329.0,1,329.0,2026-01-06 22:38:35.867478,58,2.0,0.0,3.0,2.0,0
U001558,25584.89,6,4264.1483333333335,2026-02-12 22:38:35.866391,21,1.0,0.0,2.0,4.0,0
U001559,3737.75,3,1245.9166666666667,2026-02-07 22:38:35.863358,26,2.0,1.0,2.0,3.0,0
U001560,24103.539999999997,3,8034.513333333332,2026-02-15 22:38:35.867478,18,0.0,3.0,1.0,3.0,0
U001561,4133.2300000000005,2,2066.6150000000002,2026-01-27 22:38:35.859255,37,2.0,0.0,2.0,0.0,0
U001562,13834.99,2,6917.495,2026-01-23 22:38:35.867478,41,1.0,0.0,1.0,1.0,0
U001563,1878.83,2,939.415,2026-03-04 22:38:35.861335,1,0.0,0.0,4.0,2.0,0
U001564,2122.05,4,530.5125,2026-01-19 22:38:35.859255,45,0.0,0.0,1.0,1.0,0
U001565,10271.84,4,2567.96,2026-02-19 22:38:35.862847,14,0.0,0.0,3.0,2.0,0
U001566,19405.7,4,4851.425,2026-02-22 22:38:35.859255,11,1.0,2.0,5.0,3.0,0
U001567,16825.370000000003,3,5608.456666666668,2026-01-20 22:38:35.864368,44,1.0,2.0,4.0,0.0,0
U001568,21019.67,4,5254.9175,2026-02-26 22:38:35.860262,7,2.0,1.0,4.0,5.0,0
U001569,2509.0299999999997,5,501.8059999999999,2026-03-01 22:38:35.858737,4,2.0,0.0,3.0,3.0,0
U001570,15.96,1,15.96,2026-02-15 22:38:35.866391,18,1.0,2.0,2.0,1.0,0
U001571,1275.06,2,637.53,2026-02-05 22:38:35.868487,28,1.0,1.0,3.0,0.0,0
U001572,518.71,1,518.71,2025-11-28 22:38:35.857691,97,0.0,3.0,2.0,1.0,1
U001573,1271.6,1,1271.6,2025-11-10 22:38:35.866391,115,0.0,1.0,3.0,1.0,1
U001574,17906.1,4,4476.525,2026-02-05 22:38:35.860262,28,0.0,1.0,2.0,2.0,0
U001575,9340.55,5,1868.11,2025-12-30 22:38:35.860334,65,0.0,2.0,4.0,1.0,0
U001576,50072.47,7,7153.21,2026-01-29 22:38:35.860334,35,0.0,1.0,4.0,3.0,0
U001577,8087.58,4,2021.895,2026-02-11 22:38:35.862847,22,0.0,4.0,3.0,1.0,0
U001578,18882.52,4,4720.63,2026-02-18 22:38:35.864872,15,0.0,0.0,6.0,1.0,0
U001579,11966.03,2,5983.015,2025-10-06 22:38:35.859255,150,1.0,1.0,5.0,3.0,1
U001580,7083.62,5,1416.724,2026-02-07 22:38:35.864872,26,0.0,0.0,2.0,3.0,0
U001581,317.5,1,317.5,2025-10-26 22:38:35.868487,130,0.0,0.0,2.0,2.0,1
U001582,20197.39,3,6732.463333333333,2026-02-05 22:38:35.860334,28,0.0,0.0,1.0,0.0,0
U001583,6299.41,2,3149.705,2025-10-09 22:38:35.866391,147,1.0,0.0,1.0,5.0,1
U001584,1849.54,1,1849.54,2025-12-25 22:38:35.866391,70,0.0,3.0,2.0,0.0,0
U001586,4837.85,3,1612.6166666666668,2026-02-09 22:38:35.860334,24,0.0,1.0,0.0,3.0,0
U001587,10904.76,3,3634.92,2026-01-20 22:38:35.864368,44,1.0,1.0,6.0,1.0,0
U001588,8125.03,1,8125.03,2025-12-25 22:38:35.866391,70,0.0,1.0,6.0,2.0,0
U001589,8066.14,2,4033.07,2026-01-16 22:38:35.862847,48,1.0,0.0,4.0,0.0,0
U001590,6975.48,1,6975.48,2025-11-20 22:38:35.865879,105,0.0,0.0,2.0,1.0,1
U001591,8330.66,3,2776.8866666666668,2025-12-27 22:38:35.865879,68,0.0,1.0,5.0,4.0,0
U001592,15116.5,6,2519.4166666666665,2026-03-02 22:38:35.864368,3,1.0,1.0,3.0,2.0,0
U001593,21397.19,5,4279.438,2026-02-17 22:38:35.861839,16,0.0,2.0,2.0,0.0,0
U001594,5334.45,5,1066.8899999999999,2026-02-03 22:38:35.861335,30,1.0,0.0,3.0,1.0,0
U001595,6026.74,2,3013.37,2025-11-30 22:38:35.864872,95,0.0,1.0,2.0,1.0,1
U001596,1393.01,1,1393.01,2025-10-11 22:38:35.863358,145,0.0,1.0,6.0,0.0,1
U001597,9586.56,6,1597.76,2026-02-25 22:38:35.864872,8,0.0,1.0,5.0,1.0,0
U001599,5205.79,2,2602.895,2025-10-23 22:38:35.861335,133,1.0,1.0,3.0,3.0,1
U001600,15473.539999999999,3,5157.846666666666,2026-02-03 22:38:35.864872,30,0.0,0.0,3.0,4.0,0
U001601,18556.74,4,4639.185,2026-03-05 22:38:35.863358,0,0.0,3.0,4.0,1.0,0
U001602,2168.94,1,2168.94,2026-02-05 22:38:35.861335,28,0.0,0.0,3.0,3.0,0
U001603,5587.8,4,1396.95,2026-02-20 22:38:35.861839,13,0.0,0.0,2.0,2.0,0
U001604,2620.1499999999996,2,1310.0749999999998,2025-10-20 22:38:35.860334,136,0.0,1.0,2.0,0.0,1
U001605,4207.05,1,4207.05,2026-02-10 22:38:35.860334,23,0.0,1.0,3.0,1.0,0
U001606,24384.27,6,4064.045,2026-03-04 22:38:35.861839,1,0.0,3.0,2.0,0.0,0
U001607,7044.33,5,1408.866,2026-01-07 22:38:35.864872,57,0.0,0.0,1.0,2.0,0
U001608,4196.13,3,1398.71,2026-01-24 22:38:35.867478,40,0.0,1.0,1.0,1.0,0
U001609,4569.83,4,1142.4575,2026-02-16 22:38:35.868487,17,0.0,1.0,4.0,4.0,0
U001610,733.67,1,733.67,2026-01-07 22:38:35.866952,57,1.0,0.0,2.0,0.0,0
U001611,8364.19,3,2788.0633333333335,2026-01-04 22:38:35.866391,60,0.0,0.0,5.0,0.0,0
U001612,17157.12,4,4289.28,2026-02-18 22:38:35.866391,15,1.0,2.0,5.0,3.0,0
U001613,3387.25,1,3387.25,2025-12-08 22:38:35.862847,87,1.0,1.0,6.0,1.0,0
U001614,14024.85,4,3506.2125,2026-02-02 22:38:35.861839,31,0.0,2.0,4.0,2.0,0
U001615,11948.08,6,1991.3466666666666,2026-03-02 22:38:35.861839,3,2.0,1.0,4.0,3.0,0
U001616,39247.14,6,6541.19,2026-01-26 22:38:35.867478,38,0.0,2.0,3.0,2.0,0
U001617,4642.96,4,1160.74,2026-01-30 22:38:35.857691,34,1.0,2.0,4.0,4.0,0
U001618,15381.189999999999,2,7690.594999999999,2025-10-10 22:38:35.866391,146,0.0,1.0,7.0,1.0,1
U001619,10662.45,5,2132.4900000000002,2026-02-20 22:38:35.860262,13,1.0,2.0,3.0,1.0,0
U001620,15547.57,3,5182.5233333333335,2025-12-25 22:38:35.859255,70,1.0,2.0,2.0,0.0,0
U001621,30254.39,10,3025.439,2026-02-25 22:38:35.857691,8,1.0,0.0,6.0,1.0,0
U001622,8356.03,5,1671.2060000000001,2026-03-05 22:38:35.861335,0,1.0,0.0,4.0,4.0,0
U001623,947.1400000000001,2,473.57000000000005,2026-03-02 22:38:35.858737,3,0.0,1.0,5.0,1.0,0
U001624,10896.68,5,2179.3360000000002,2026-02-18 22:38:35.861839,15,1.0,2.0,3.0,1.0,0
U001625,10457.52,4,2614.38,2025-12-02 22:38:35.867478,93,0.0,2.0,0.0,3.0,1
U001626,25389.2,7,3627.0285714285715,2026-01-10 22:38:35.866391,54,1.0,0.0,1.0,0.0,0
U001627,11382.65,6,1897.1083333333333,2026-03-05 22:38:35.866391,0,1.0,2.0,2.0,4.0,0
U001628,5535.53,2,2767.765,2025-10-09 22:38:35.861335,147,0.0,0.0,3.0,2.0,1
U001630,1545.18,2,772.59,2025-11-24 22:38:35.865879,101,0.0,1.0,3.0,5.0,1
U001631,3772.07,4,943.0175,2026-03-04 22:38:35.866952,1,0.0,0.0,2.0,3.0,0
U001632,324.57,1,324.57,2025-10-20 22:38:35.866391,136,0.0,1.0,1.0,2.0,1
U001633,17642.34,5,3528.468,2026-02-26 22:38:35.861839,7,0.0,1.0,1.0,1.0,0
U001634,31852.88,7,4550.411428571429,2026-02-12 22:38:35.861839,21,1.0,3.0,1.0,1.0,0
U001636,9002.34,1,9002.34,2025-11-09 22:38:35.864368,116,2.0,1.0,1.0,2.0,1
U001637,9708.37,2,4854.185,2026-01-26 22:38:35.858737,38,1.0,0.0,1.0,4.0,0
U001638,2711.6000000000004,2,1355.8000000000002,2025-12-18 22:38:35.866952,77,0.0,1.0,3.0,0.0,0
U001639,3624.32,1,3624.32,2025-11-20 22:38:35.857691,105,0.0,1.0,1.0,1.0,1
U001640,5482.389999999999,3,1827.4633333333331,2026-02-16 22:38:35.862847,17,1.0,0.0,4.0,2.0,0
U001641,4283.58,3,1427.86,2026-03-04 22:38:35.866391,1,1.0,1.0,5.0,0.0,0
U001642,2445.55,4,611.3875,2025-11-18 22:38:35.858737,107,0.0,0.0,3.0,0.0,1
U001643,2337.83,2,1168.915,2025-09-30 22:38:35.860334,156,1.0,1.0,3.0,2.0,1
U001644,26558.1,3,8852.699999999999,2025-11-30 22:38:35.859255,95,1.0,0.0,3.0,0.0,1
U001645,13486.240000000002,4,3371.5600000000004,2026-02-24 22:38:35.863358,9,1.0,1.0,1.0,2.0,0
U001646,14911.529999999999,4,3727.8824999999997,2026-02-21 22:38:35.863358,12,1.0,0.0,1.0,2.0,0
U001647,7497.209999999999,2,3748.6049999999996,2025-11-13 22:38:35.866952,112,0.0,2.0,4.0,2.0,1
U001648,13254.41,3,4418.136666666666,2026-03-02 22:38:35.864872,3,0.0,0.0,3.0,2.0,0
U001649,1344.05,2,672.025,2026-02-17 22:38:35.857691,16,1.0,0.0,3.0,2.0,0
U001650,1197.38,2,598.69,2026-01-05 22:38:35.866391,59,0.0,1.0,1.0,1.0,0
U001651,13722.289999999999,5,2744.4579999999996,2025-11-22 22:38:35.863358,103,0.0,1.0,4.0,0.0,1
U001652,3608.53,4,902.1325,2026-02-11 22:38:35.866952,22,0.0,0.0,4.0,1.0,0
U001653,4950.72,4,1237.68,2026-02-26 22:38:35.859255,7,1.0,0.0,2.0,1.0,0
U001654,1035.35,1,1035.35,2026-02-13 22:38:35.865879,20,1.0,1.0,1.0,0.0,0
U001655,28022.27,3,9340.756666666666,2025-12-26 22:38:35.864368,69,0.0,2.0,8.0,2.0,0
U001656,2690.06,1,2690.06,2025-11-30 22:38:35.861335,95,0.0,0.0,5.0,2.0,1
U001657,21342.15,4,5335.5375,2025-11-24 22:38:35.860334,101,1.0,0.0,7.0,2.0,1
U001658,25234.5,6,4205.75,2026-02-26 22:38:35.862847,7,0.0,0.0,2.0,2.0,0
U001659,691.28,2,345.64,2026-01-19 22:38:35.861839,45,0.0,1.0,6.0,2.0,0
U001660,10819.550000000001,2,5409.775000000001,2025-11-28 22:38:35.867478,97,1.0,1.0,3.0,1.0,1
U001661,8523.880000000001,4,2130.9700000000003,2026-01-15 22:38:35.862847,49,2.0,1.0,1.0,3.0,0
U001662,4963.469999999999,4,1240.8674999999998,2026-02-25 22:38:35.863358,8,1.0,0.0,2.0,1.0,0
U001663,4108.5,3,1369.5,2025-11-18 22:38:35.860262,107,0.0,2.0,1.0,3.0,1
U001664,602.02,2,301.01,2025-11-28 22:38:35.859255,97,1.0,1.0,0.0,1.0,1
U001665,8171.71,6,1361.9516666666666,2026-02-07 22:38:35.865879,26,2.0,0.0,2.0,2.0,0
U001666,5203.33,4,1300.8325,2026-03-05 22:38:35.858737,0,1.0,0.0,3.0,3.0,0
U001667,111.44,1,111.44,2025-12-07 22:38:35.859255,88,0.0,1.0,7.0,2.0,0
U001668,11280.24,6,1880.04,2026-03-04 22:38:35.867478,1,1.0,1.0,4.0,2.0,0
U001669,10307.310000000001,3,3435.7700000000004,2025-10-13 22:38:35.866391,143,0.0,0.0,2.0,1.0,1
U001670,34474.18,3,11491.393333333333,2025-11-29 22:38:35.864368,96,0.0,1.0,2.0,2.0,1
U001671,7452.38,1,7452.38,2025-10-17 22:38:35.864368,139,2.0,1.0,4.0,1.0,1
U001672,10720.64,3,3573.5466666666666,2026-02-25 22:38:35.863358,8,0.0,1.0,5.0,1.0,0
U001673,6768.25,2,3384.125,2026-01-30 22:38:35.861839,34,0.0,0.0,1.0,1.0,0
U001674,22356.72,4,5589.18,2026-02-25 22:38:35.861335,8,0.0,0.0,3.0,0.0,0
U001675,17935.28,4,4483.82,2026-02-19 22:38:35.864368,14,0.0,0.0,4.0,1.0,0
U001676,5600.860000000001,5,1120.172,2026-02-04 22:38:35.862847,29,0.0,0.0,3.0,1.0,0
U001677,8532.15,3,2844.0499999999997,2025-12-16 22:38:35.861335,79,1.0,0.0,3.0,0.0,0
U001678,702.59,2,351.295,2026-01-27 22:38:35.864872,37,0.0,1.0,2.0,1.0,0
U001679,10510.019999999999,4,2627.5049999999997,2026-01-09 22:38:35.864872,55,0.0,1.0,1.0,3.0,0
U001680,29719.719999999998,7,4245.674285714285,2026-02-21 22:38:35.864872,12,0.0,2.0,1.0,1.0,0
U001681,5926.3099999999995,5,1185.262,2026-02-28 22:38:35.863358,5,1.0,2.0,2.0,1.0,0
U001682,17975.190000000002,4,4493.797500000001,2026-02-05 22:38:35.861839,28,1.0,1.0,2.0,1.0,0
U001683,27868.21,2,13934.105,2026-01-13 22:38:35.859255,51,0.0,0.0,1.0,2.0,0
U001684,4020.81,1,4020.81,2025-11-15 22:38:35.859255,110,0.0,1.0,3.0,3.0,1
U001685,7664.389999999999,4,1916.0974999999999,2026-02-14 22:38:35.863358,19,0.0,0.0,6.0,0.0,0
U001686,24354.6,8,3044.325,2026-02-08 22:38:35.863358,25,1.0,0.0,2.0,2.0,0
U001687,26225.579999999998,4,6556.3949999999995,2026-02-15 22:38:35.865879,18,1.0,3.0,2.0,2.0,0
U001688,8291.619999999999,4,2072.9049999999997,2026-02-22 22:38:35.867478,11,1.0,0.0,3.0,1.0,0
U001689,2654.8900000000003,3,884.9633333333335,2026-02-20 22:38:35.860334,13,0.0,1.0,3.0,1.0,0
U001690,16429.94,2,8214.97,2025-12-28 22:38:35.858737,67,0.0,0.0,4.0,0.0,0
U001691,5883.27,3,1961.0900000000001,2026-01-01 22:38:35.864872,63,2.0,0.0,2.0,2.0,0
U001692,2519.81,3,839.9366666666666,2026-02-12 22:38:35.861839,21,0.0,2.0,1.0,1.0,0
U001693,701.38,2,350.69,2025-11-27 22:38:35.857691,98,1.0,2.0,2.0,1.0,1
U001694,1895.3,3,631.7666666666667,2026-02-15 22:38:35.864368,18,0.0,0.0,1.0,3.0,0
U001695,3394.2,2,1697.1,2025-10-26 22:38:35.857691,130,0.0,1.0,1.0,2.0,1
U001696,4096.18,2,2048.09,2025-10-18 22:38:35.865879,138,1.0,0.0,5.0,3.0,1
U001697,4700.08,3,1566.6933333333334,2026-02-01 22:38:35.864368,32,0.0,1.0,1.0,2.0,0
U001698,7851.82,5,1570.364,2026-02-13 22:38:35.857691,20,0.0,0.0,2.0,0.0,0
U001699,8328.87,3,2776.2900000000004,2026-02-08 22:38:35.863358,25,3.0,1.0,3.0,1.0,0
U001701,42046.9,3,14015.633333333333,2026-02-23 22:38:35.866952,10,1.0,2.0,3.0,1.0,0
U001702,2347.21,2,1173.605,2026-01-26 22:38:35.862847,38,0.0,0.0,2.0,1.0,0
U001703,36397.47,3,12132.49,2026-01-23 22:38:35.859255,41,1.0,1.0,4.0,0.0,0
U001704,5395.5,4,1348.875,2026-02-23 22:38:35.859255,10,3.0,0.0,3.0,5.0,0
U001705,22241.41,5,4448.282,2026-02-25 22:38:35.863358,8,0.0,0.0,1.0,0.0,0
U001706,5861.35,4,1465.3375,2026-02-02 22:38:35.864368,31,1.0,0.0,2.0,0.0,0
U001707,36862.65,4,9215.6625,2026-02-28 22:38:35.867478,5,2.0,1.0,2.0,1.0,0
U001708,5708.23,5,1141.646,2026-01-29 22:38:35.865879,35,0.0,1.0,2.0,1.0,0
